33,36,39,46,49,57,66,69,79,99,34,37,44,47,55,58,77,88,35,38,45,48,56,59,68,78,89,67
img/33.png,img/36.png,img/39.png,img/46.png,img/49.png,img/57.png,img/66.png,img/69.png,img/79.png,img/99.png,img/34.png,img/37.png,img/44.png,img/47.png,img/55.png,img/58.png,img/77.png,img/88.png,img/35.png,img/38.png,img/45.png,img/48.png,img/56.png,img/59.png,img/68.png,img/78.png,img/89.png,img/67.png
